ID,Title,Complain,City,Province,Region,Zone,RM,Day,Month,Year,Correlative,Date,Metadata
1320,amenazas y hostigamiento," Sr.General Director de carabineros de Chile.El motivo del presente escrito es para dar a conocer el malestar generalizado que mantiene el personal de carabineros de la 1ra. comisaria de chepica, por el hostigamiento y abuso de autoridad por parte de la carabinera sra Roxana Araya galaz,ya que en reiteradas ocasiones me ha efectuado controles y circulado partes que ha mi parecer no debieran ser...un ejemplo de dichos partes es,que me llegan partes empadronados a mi domicilio sin siquiera yo tener vehiculo,ademas cuando voy a las citaciones en juzgado de policia local en el pate de carabineros solo dice que soy yo el infractor,no hay datos de vehiculo(patentes,marca,modelo).nada de eso....ademas en otra ocasion la misma carabinera me hizo un supuesto control rutinario afuera de mi casa..y me exhigia los papeles de una moto que estaba en el interior de mi casa...yo me nege a entregarselos por que yo no sabia de quien era esa moto y al los diez dias despues me llega otro parte por supuesta fuga y reveldia a mi nombre,sin datos de vehiculo ni nada de eso...posteriormente a los tres diaz despues la misma carabinera pasa en el reten por el lado mio y riendose me dice ""DONDE TE PILLE TE VOY A CAGAR""..la verdad yo no se que hacer con todo esto y no se a quien mas acudir..solicito ayuda y un informe a dicha carabinera ya que con todas las infracciones que me ha sacado tengo miedo que me afecte en algo a futuro...","

Chépica", Colchagua,6,2,0,  07,11,2013,201311,2013/11/07,"Publicado por: IP 201.220.233.199 el Jueves, Noviembre 7, 2013 - 03:50. La persona que publicó este contenido se ha identificado internamente con su nombre, rut y otros datos aportados voluntariamente. Para tomar contacto con el autor considere las alternativas que se presentan a continuación. Las opiniones publicadas por los usuarios en el foro no reflejan necesariamente la opinión de los administradores."
1360,parte por disco pare mal cursado...que hacer?," Estimados (as) quisiera su orientacion sobre que hacer frente a la sgte. situacion: hace una Hora atras me sacaron un Parte por no respetar un Disco Pare en un cruce en T, lo cual no fue asi, ya que me detuve completamente y luego puse en movimiento el vehiculo para tener visibilibad, y poder virar, al salir del cruce, veo a un carabinero a 80 mts. aprox, que se baja de la patrulla y me detiene, solicita documentos y luego me indica que estoy infraccionado ante lo cual le indico que en su posicion era imposible que viera el Disco Pare ni menos mi vehiculo, de todas formas me saco el Parte ... fui de inmediato a la comisaria a constatar que la infraccion no correspondia, donde me indicaron que debia ir el lunes a hablar con el jefe de reten y que ni el papa me sacaba el parte,","

Placilla", Colchagua,6,2,0,  09,8,2013,201308,2013/08/09,"Publicado por: IP 186.11.22.215 el Viernes, Agosto 9, 2013 - 21:55. La persona que publicó este contenido se ha identificado internamente con su nombre, rut y otros datos aportados voluntariamente. Para tomar contacto con el autor considere las alternativas que se presentan a continuación. Las opiniones publicadas por los usuarios en el foro no reflejan necesariamente la opinión de los administradores."
1381,sobrecarga de trabajo," dejo el siguiente reclamo para informar y/o darles a conocer sobre la Sobrecarga de Trabajo a la que se deben someter los integrantes de la sección de intervención policial colchagua, trabajando mas de lo debido ( 13 días de Trabajo por un día franco)a veces con dobles turnos por las mañanas y luego las noches y citados luego de su turno de noche, lo que les dificulta su vida familiar y social y su descanso correspondiente, lo que hace unos días ocasionó un accidente de un carabinero motorista citado saliente noche de la prefectura colchagua","

San Fernando", Colchagua,6,2,0,  02,6,2013,201306,2013/06/02,"Publicado por: IP 190.54.252.252 el Domingo, Junio 2, 2013 - 23:21. La persona que publicó este contenido se ha identificado internamente con su nombre, rut y otros datos aportados voluntariamente. Para tomar contacto con el autor considere las alternativas que se presentan a continuación. Las opiniones publicadas por los usuarios en el foro no reflejan necesariamente la opinión de los administradores."
1368,"solicita respuesta a la consulta de la junta médica, en crabineros."," LA Consulta ESPECÍFICA ES: ¿LA Junta MÉDICA ES UNA ENTIDAD AUTÓNOMA Y ESTÁ POR SOBRE EL MANDO DEL GENRAL DIRECTOR DE LA INSTITUCIÓN.??. INICIARÉ acciones legales YA QUE CUALQUIER MANDO MEDIO QUE DESEE DESHACERSE DE UN FUNCIONARIO ACUDE A LA Junta MÉDICA, ESTA SE PRESTA PARA EMITIR UN juicio falso Y SIN DERECHO A PATALEO DE LA NOCHE A LA MAÑANA UN FUNCIONARIO SE ENCUENTRA DESVINCULADO.Bueno, tengo mucho que decir...conocimos el verde oscuro de tan noble Institución, hay personas que usan prácticas obsoletas.Lo que lleva a reiniciar un proceso de Investigación a pesar de los años, es que siendo el Oficial desvinculado INJUSTAMENTE, a nuestro juicio, situación que expondré a la opinión pública a través de un medio de comunicación importante, es que a dicho oficial le ha costado sangre, sudor y lágrimas conseguir trabajo ya que al postular se consultan internamente y hubo 0casiones en que estando citado a trabajar para un día lunes se le comunica que no se le necesitará. Ha sido denostado y su salud física y emocional deteriorada. Bueno, hay mucho que decir, tengo para escribir un libro ya que soy ""hija fiscal"" como nos llaman a quienes nuestros padres sirvieron a la Institución.gracias.","

Curicó", Curicó,7,2,0,  03,7,2013,201307,2013/07/03,"Publicado por: IP 201.239.144.233 el Miércoles, Julio 3, 2013 - 19:46. La persona que publicó este contenido se ha identificado internamente con su nombre, rut y otros datos aportados voluntariamente. Para tomar contacto con el autor considere las alternativas que se presentan a continuación. Las opiniones publicadas por los usuarios en el foro no reflejan necesariamente la opinión de los administradores."
1429,maltrato animal, durante los meses de junio y julio del 2012 botaron a una perra en el sector que vivo esta era muy agresiva y no dejaba pasaba a nadie por el lugar se llamo a carabineros en reiteradas ocasiones para que vinieran a retirar al animal pero estos nunca asistieron mas como eran invierno y llovía la perra se cobijo bajo un alero de la casa de mi vecino y no hubo forma de sacarla se llamo de nuevo a carabinero sin respuestas se fue a la protectora de animales y dijo que no la podian recibir sin un parte de carabineros se llamo nuevamente a los carabineros de la primera comisaria y a los de la tenencia de aguas negras de curico sin asistir ningunos de estosa los dias la perra mordio a un niño los padres hicieron una denuncia y aparecio carabineros pero para llevarse detenido al dueño de la casa de mi lado el cual para salir libre tuvo que pagar 40 mil pesos para salir en libertad entonces cual es el correcto actuar de carabineros como esta institución que debe velar por los derechos de todos inclusive lo de los animales que actualmente es ley.se hizo la denuncia y no ocurrió nada por parte de carabineros entones quien se hace responsable de estos animales por que se hace responsable a cualquiera menos a la institución a cargo,"

Curicó", Curicó,7,2,0,  06,3,2013,201303,2013/03/06,"Publicado por: IP 186.9.130.80 el Miércoles, Marzo 6, 2013 - 17:29. La persona que publicó este contenido se ha identificado internamente con su nombre, rut y otros datos aportados voluntariamente. Para tomar contacto con el autor considere las alternativas que se presentan a continuación. Las opiniones publicadas por los usuarios en el foro no reflejan necesariamente la opinión de los administradores."
1461,camion mal estacionado por meses, A quien tengo que reclamar si no es a carabinero que el camion de mi vecino hace meses esta estacionado frente de mi casa es un tremendo camion con ranpla figorifica y me deja solamente la entrada de mi vehiculo a demas compro un camion nuevo y lo tiene estacionado en la vereda he llamadoen muchas oportunidades a carabineros de la tercra comisaria de teno y nunca he tenido una respuesta positiva a mi favor teniendo un letrero de no estacionar esto ocurre en la comuna de teno en villa san francisco n 05 al lado de hopital,"

Teno", Curicó,7,2,0,  14,1,2013,201301,2013/01/14,"Publicado por: IP 181.163.166.213 el Lunes, Enero 14, 2013 - 14:34. La persona que publicó este contenido se ha identificado internamente con su nombre, rut y otros datos aportados voluntariamente. Para tomar contacto con el autor considere las alternativas que se presentan a continuación. Las opiniones publicadas por los usuarios en el foro no reflejan necesariamente la opinión de los administradores."
1354,poca etica profesional y falta de criterio frente a un civil," Siendo las 15:30 horas del dia viernes 06 de septiembre del 2013 se presentan en mi restaurant en la ciudad de Linares un par de carabineros para revisarme la patente , puesto que en la terraza de mi local que se encuentra ubicada Frente a la entrada del local en unas de las mesas hay tres clientes bebiendo schop despues de haber comido dentro de mi negocio y que posterior a esto piden servirse afuera par a poder fumar , bueno ellos revisan dicho documento encontrando este con su autorizacion y pago al dia, posteriormente me informa de que me cursaran un parte por venta ilegal de bebidas alcoholicas en la via publica ante lo cual yo hago denotar mi molestia pues tengo todos mis permisos, pero ellos me explican que solo puedo vender bebidas y jugos hacia la terraza a lo cual reconozco mi desconocimiento y aludo que primero ante su forma de actuar que no ha sido la mejor pues denota bastante prepotencia por el trato ,pues entran sin saludar, sin presentarse y exijiendo mis permisos, me piden mi cedula de identidad y me dicen que me llevaran detenido porque el sistema les arroja una causa pendiente de detencion, donde no me permiten cerrar mi local, me esposan y me suben a la patrulla Frente a todas la personas que se encontraban a esa hora en el restauran. A esto debo a ludir que mi negocio se encuentra ubicado solo a unas cuadras de la perfectura de carabineros. Posterior aque mi esposa se entera se le comunica a mi abogado que se acerque ala comisaria para poder esclarecer cierta detencion, pero a mi me pasean casi dos horas en la patrulla esposado, me llevan a contatar lesiones y despues me derivan a l a perfectura, donde por ser dia viernes tribunales de la cuidad lamentablemente ya no operaba me pasan a detencion hasta el proximo dia que deben presentarme en tribunales en la mañana, a todo esto la causa de detencion era por un problema de giro doloso de cheque en agosto del 2003, lo cual ya habia tenido su juicio y demases, continuo con mi travesia , me dejan efectivamente privado de mi libertad en el calabozo antes de media noche me vuelven a esposar uy me trasladan de comisaria por que habian llegados unos menores de edad y necesitaban el calabozo ; a la mañana siguiente preparado yoapara asistir a tribunales y esperando que el abogado pudiese sacarme de ahy me dicenq ue me puedo ir, que lamenta lo ocurrido solo fue un mal proceder pues la causa estab amas que preescrita y era culpa del tribunal por todavia tener emitida l a orden de detencion pendiente. La pregunta es quien se hace responsable por el mal rato vivido por mi y la angustia de mi familia , provocada mas que nada por el teniente Llevenes que no le parecio correcto que lo aludiera por su mala entrada y forma de decir las cosas, ¿acaso no los preparan para saber cuando prescriben las causas ?, si no hubiese demorando tanto en llevarme a la comisria yo hubise alcanzado a pasar a tribunales ese mismo dia ahorrandome todo lo sufrido.¿ Porque el ciudadano comun no tiene derecho a demostrar sus molestias y desconocimiento?","

Linares", Linares,7,2,0,  09,9,2013,201309,2013/09/09,"Publicado por: IP 181.74.6.193 el Lunes, Septiembre 9, 2013 - 22:25. La persona que publicó este contenido se ha identificado internamente con su nombre, rut y otros datos aportados voluntariamente. Para tomar contacto con el autor considere las alternativas que se presentan a continuación. Las opiniones publicadas por los usuarios en el foro no reflejan necesariamente la opinión de los administradores."
1305,discriminación o injusticia," Completamente indignada y desilucionada de la Institución de carabineros ya que soy esposa de un funcionaro de carabineros de la 3ra comisaria Talca. aunque se que mis dichos y palabras traigan dificultades a mi esposo, quisiera comentar que este reclamo le hago explicitamente YO COMO PERSONA CIVIL, sin intención de perjudicar a mi esposo, y funcionario de carabineros de Chile.Bueno al grano, hace un par de semanas a traz se notificó a los funcionarios que se daría la fiesta de navidad a TODOS LOS HIJOS DE FUNCIONARIOS DE carabineros, como todos los años, la cual se realizará el día 12 de Diciembre del año 2013, por lo cual me imagino que se siguen los conductos regulares (como todos los años), efectivamente mi esposo inscribió a mis dos pequeñas hijas 2 años 7 meses y 1 año 3 meses, por lo cual solo mencionó que se confirmaría Fecha y Lugar en la que se realizaría la fiesta de Navidad, para TODOS LOS HIJOS DE FUNCIONARIOS,confirmada la fecha yo realizé las consultas correspondientes en mi lugar de trabajo para poder asistir junto a mis hijas y esposo a dicho evento, como ya lo habiamos hecho en años anteriores. el día 4 de Diciembre del año en curso y solo por consulta le notifican a mi esposo que mis hijas habían sido retiradas de dicha inscripción por el motivo de que segun lo acordado en la prefectura se daría PRIORIDAD a los niños de 4 años en adelante ya que el lugar sería con piscina.lamentablemente mis pequeñas no tienen la edad requerida para obtener el derecho a fiesta de Navidad. cabe mencionar qu en el mes de Agosto se realizó la lista para los regalos de navidad cosa que tampoco mis hijas pudierón acceder ya que lamentablemente mi esposo en el momento de realizar la inscripción se encontraba con Licencia Médica, comprobada por terapias de pos Operación a la columna. lamentablemente por ellas aun no existe el sistema como en muchas de otras empresas el registro automatico para estas cosas, aunque por la fecha de nacimiento de mi hija mas pequeña 14 de Agosto del año 2012, el año pasado tampoco tuvo acceso a dicho beneficio.y aun no puedo entender como no piensan en que como los altos mandos pueden asegurar a sus hijos dejando de lado a los otros pequeños de lado...","

Talca", Talca,7,2,0,  08,12,2013,201312,2013/12/08,"Publicado por: IP 10.102.13.90 el Domingo, Diciembre 8, 2013 - 12:53. La persona que publicó este contenido se ha identificado internamente con su nombre, rut y otros datos aportados voluntariamente. Para tomar contacto con el autor considere las alternativas que se presentan a continuación. Las opiniones publicadas por los usuarios en el foro no reflejan necesariamente la opinión de los administradores."
1391,agradecimientos a los carabineros de linares," señores quiero destacar la buena voluntad de carabineros de Chile, nosotros con mi familia somos de santiago y nos vinimos a vivir a linares, nos hemos dado cuenta que la gente es diferente en provincia y estamos orgullosos de ver como carabineros si realiza su trabajo y dan el 200% a su función para la comunidad, nunca pensamos que seria tan bueno el cambio. por eso destaco lo bueno, ya que somos buenos para reclamar y jamas publicamos las cosas positivas, de verdad Muchas gracias a la institución de carabineros, nos prestaron ayuda hoy día jueves 09-05 -2013 a las 23:30 horas la comisaria que esta en la alameda. Nestor Castillo G.","

Maule", Talca,7,2,0,  09,5,2013,201305,2013/05/09,"Publicado por: IP 181.72.229.250 el Jueves, Mayo 9, 2013 - 03:04. La persona que publicó este contenido se ha identificado internamente con su nombre, rut y otros datos aportados voluntariamente. Para tomar contacto con el autor considere las alternativas que se presentan a continuación. Las opiniones publicadas por los usuarios en el foro no reflejan necesariamente la opinión de los administradores."
1413,respuesta de oris carabineros," el 21 de enero carabineros entro a mi lugar de trabajo 2 funcionarios policiales, en el momento que una de mis funcionarios se encontraba enferma (llego a trabajar a pesar de que medico le habia dado licencia, la cual no quizo presentar), uno de ellos con rango de suboficial mayor, no encontro nada mejor que RETARME por esta situacion, a pesar de que la trabajadora no habia hecho caso de la indicacion medica, ni de las recomendaciones que se le habian dado durante el dia para quese tomara un descanso.-Como me senti pasado a llevar por el funcionario policial puse un reclamo en la OIRS de carabineros, llegandome respuesta recien el dia de hoy (05/04/2013). cuando el reclamo fue puesto el mismo dia de los hechos, tengo entendido que los servicios publicos tienen un plazo maximo de 10 dias para dar respuesta a los reclamos..LA cuestion que mas me decepciono de esta institucion es que la respuesta fue la siguiente:""El reclamo es desestimado al no haberse comprobado irregularidades en el procedimiento ni haber aportado medios de prueba que acreditaran el trato inadecuado""De que manera se puede demostrar el maltrato verbal por parte de un carabinero?? existe algun medio de prueba para esto???????????Respuestas como estas hacen ver que esta institucion esta cada dia peor, la gente ya no ve en el funcionario policial a un amigo en su camino, sino que ya los ve como una institucion que es libre de hacer lo que quiera y cuando quiera.-","

Talca", Talca,7,2,0,  05,4,2013,201304,2013/04/05,"Publicado por: IP 200.83.91.105 el Viernes, Abril 5, 2013 - 17:46. La persona que publicó este contenido se ha identificado internamente con su nombre, rut y otros datos aportados voluntariamente. Para tomar contacto con el autor considere las alternativas que se presentan a continuación. Las opiniones publicadas por los usuarios en el foro no reflejan necesariamente la opinión de los administradores."
1430,"abuso, persecución por parte de un funcionario de carabineros "," Desde el año 2011, he sido perseguido por un funcionario de carabinero de Talca, ( José Luis Calquín Ruíz), que pertenece a la SIAT , quien presento un reclamo a la municipalidad de Talca, para que me fiscalizaran atravez de un ex funcionario de carabineros en retiro, ( don Gabriel Letelier ) encargado de inspección municipal de la ilustre municipalidad de Talca, el cual manda a un fiscalizador a visitarme a mi domicilio quien me fiscaliza y me indica que existe un reclamo de los vecinos del sector en mi contra en esa inspección municipal. que dicho reclamo lo interpuso la junta de vecinos del lugar, que la presidenta de la junta de vecinos sra. angélica, había hecho llegar este reclamo lo que no era así pues este fue entregado por el señor Luis Calquín Ruíz, (funcionario de la SIAT. Talca) .que conversando con la señora Angélica, ella me dice que efectivamente ella le entrego al señor José Luis Calquín Ruíz, dos hojas en blanco firmadas y con timbre de la Junta de Vecinos, con el propocito de que el señor Calquín atrevez de unas personas conocidas de el que trabajaban en la municipalidad en el departamento de aseo y ornato vinieran al sector para construir un área verde frente a su domicilio, lo que le parecio bueno para el sector a la señora angelica, y en vista que quien se lo pedía estaba envestido de un uniforme de carabineros de Chile no dudo de lo que este le ofrecía.Que el señor Calquín Ruíz, tomo las hojas en blanco y timbradas y firmadas, escribiendo en ellas lo que se le ocurrío en contra mía, adjuntando también una lista de firmas de los vecinos que con la misma mentira de hacer un área verde ellos firmaron.Que como no logro nada con estas diligencias en contra mía, ya que la municipalidad hallo todo en regla y con mis permisos al día, este señor comenzo a llegar con el furgon de la Siat de Talca, a mi domicilio en forma reiterada a amenazarme a mi y a mis clientes indicandoles que si seguian llegando a mi oficina el los infraccionaria cuantas veces fuera necesario, cansado de todo y habiendo ido en varias oportunidades a la Tenencia Abate Molina a dejar constancia de lo que me estaba pasando sin tener una debida respuesta por los funcionarios que me atendieron y dejando todo como un mal entendido tuve que acudir a conversar con el coronel Carvallo de la Tercera Comisaría de Talca, quien ordeno una investigación la que no logro detener a este señor con sus abusos en contra mía, teniendo que presentarme a la zona de Talca para que se iniciara un nuevo proceso de investigación que actualmente se esta realizando en la fiscalia de carabineros de Talca, esperando que de una vez por todas frenen a este Carabinero que deja muy mal a la Institución que Tanto respetamos todos.","

Talca", Talca,7,2,0,  06,3,2013,201303,2013/03/06,"Publicado por: IP 200.112.85.70 el Miércoles, Marzo 6, 2013 - 13:16. La persona que publicó este contenido se ha identificado internamente con su nombre, rut y otros datos aportados voluntariamente. Para tomar contacto con el autor considere las alternativas que se presentan a continuación. Las opiniones publicadas por los usuarios en el foro no reflejan necesariamente la opinión de los administradores."
1299,prefectura del bio bio descuenta viaticos ya pagados por sevicio en zona de conflicto mapuche," Hasta cuando carabineros de Chile prefectura biobio, burla de su personal PNI ,envidándolos a servicio especial a Tirua en donde hace aproximadamente 3 meses le cancelaron el viatico, el cual se le cancelo y hoy en esté mes en donde hay mas gastos ya que es navidad aducen haberse equivocado y le descuentan de una vez $270.000 .son muchos los carabineros afectados ya nunca hablan sobre cual es el % real que les Van a pagar por arriesgar sus vidas en zonas de conflicto mapuche. Quienes fiscalizan estos sueldos y si se cometió el error de las personas que trabajan en caja no es la forma de arreglarlo ya que la supuesta equivocación no la cometió el personal que está en terreno arriesgando su vida por unos pesos mas ya que los sueldos en esta institución no son buenos y la única forma de tener un mejor pasar deben permanecer 20 dias alejados de su familia y correr con todos los gastos de alimentación ya qué carabineros solo les da el alojamiento.","

Los Ángeles", Biobío,8,3,0,  18,12,2013,201312,2013/12/18,"Publicado por: IP 186.37.203.129 el Miércoles, Diciembre 18, 2013 - 15:57. La persona que publicó este contenido se ha identificado internamente con su nombre, rut y otros datos aportados voluntariamente. Para tomar contacto con el autor considere las alternativas que se presentan a continuación. Las opiniones publicadas por los usuarios en el foro no reflejan necesariamente la opinión de los administradores."
1314,abusos," AL GENERAL DIRECTOR DE carabineros:mi reclamo es en contra del comisario de la 1 comisaria de los angeles,mi pregunta es por que en regiones se creen dioses señor general?es un abusador nos estruja en los turnos junto con el capitan villablanca que a todo esto deja bastante que desear,mi otra pregunta es por que no era asi cuando estaba mi mayor sr irribarra? por algo fue la mejor comisaria operativa del pais.por que con el se podia conversar en cambio con el no?por que hay sargentos de años metidos en las oficinas y no le dan la oportunidad a otros?por que en la oficina de operaciones el sargento salazar se cree intocable?por que en esa oficina y en la oficina de violencia intrafamiliar trabajan 3 carabineros y se lo pasan en picnic,por que el suboficial mayor fermin calderon roman trata pesimo a los carabineros y en especial a los cpr de servicios menores,amenazandalos de que van a quedar sin trabajo si no hacen lo que el dice?yo como carabinero llevando 5 años ya no me dan ganas de llegar a esa comisaria a trabajar,por que tanto abuso mi general?usted general director de carabineros esta en conocimiento de que subalternos oficiales de carabineros hacen uso y abuso de su cargo de oficial? y con ello abusan de su cargo otorgado por nuestra prestigiosa institucion para beneficio propio, por que los de la sipolcar nos persiguen si algunos no son dignos de estar ahi,teniendo problemas familiares tales separacion y violencia intrafamiliar? sin mas nada que decir me despido de usted,y esperando cambios urgentes en esta comisaria Muchas gracias.......","

Los Ángeles", Biobío,8,3,0,  17,11,2013,201311,2013/11/17,"Publicado por: IP 190.44.126.120 el Domingo, Noviembre 17, 2013 - 21:44. La persona que publicó este contenido se ha identificado internamente con su nombre, rut y otros datos aportados voluntariamente. Para tomar contacto con el autor considere las alternativas que se presentan a continuación. Las opiniones publicadas por los usuarios en el foro no reflejan necesariamente la opinión de los administradores."
1327,hostigamiento laboral y abusos de poder," Sr. General Director de carabineros de Chile. El motivo del presente escrito es para dar a conocer el malestar generalizado que mantiene el personal de carabineros de la 1ra. comisaria los Ángeles, por el Hostigamiento Laboral y abuso de autoridad por parte del mando de la unidad y repartición, hacia el personal subalterno, lo que se refleja claramente en forma constante en el horario del desarrollo de los servicios policiales, obligando al personal a desarrollar servicios en modalidad de patrullajes por un lapso superior a 13 horas diarias, servicio de población y de guardia, o cuando se logra realizar servicio en la modalidad de turno citan todos los días, al personal saliente de servicio de primer turno, servicio que se inicia a las 06,25 hrs. hasta las 15,00 hrs. a realizar servicio entre las 17,00 hrs. y las 21,00 hrs., lo que conlleva a su vez que los conductores de los vehículos policiales conduzcan más de 13 horas, siendo un peligro inminente de causar un accidente de tránsito, originando un desgaste físico y psíquico del personal, lo que va en desmedro del buen servicio que se debería prestarse a la comunidad, originando además problemas de índoles familiares por el poco tiempo que se le dedica al grupo familiar. Mi general, no logramos entender como una unidad policial que cuenta con personal suficiente y recurso logísticos apropiados para el desarrollo de los servicios policiales, unidad policial en la que se desarrolla el plan cuadrante de seguridad preventiva en beneficio a la comunidad, mantiene al personal desarrollando servicios tan largos y desgastadores que no benefician en nada al personal, vida familiar y comunidad en general, como tampoco se logra entender como puede mantenerse tanto personal operativo desarrollando labores administrativas, hecho que se contrapone con lo dispuesto en los sellos de una gestión “todos en la calle”. Existiendo órdenes impartidas en forma escrita y las que han sido reiteradas en diferentes oportunidades, que dicen relación con la prohibición de citar al personal. entrante y saliente de servicio nocturno, situación que tiene una notable influencia en el desgaste físico y psíquico del recurso más importante que tiene la institución, es decir el recurso humano, además de contraponerse con el pensamiento de nuestro alto mando institucional, el mando de la unidad no da cumplimiento a lo dispuesto, situación que se repite en forma constante. Lo anterior y muchas otras anomalías parece no importarle al mando de la unidad, menos al mando de la prefectura, ya que en más de una oportunidad ha permitido que se viole la privacidad del personal, por parte del personal de la sección Dipolcar que fotografía al personal en las dependencias del cuartel e incluso en los baños de la unidad. Mi general, el personal de carabineros de la 1ra. Comisaria los Ángeles, lamenta tener que llegar a esta circunstancia para así lograr terminar con una práctica que consideramos abusiva y que se repite generalmente durante el transcurso del año en esta unidad. carabineros 1ra. Comisaria los Ángeles.","

Los Ángeles", Biobío,8,3,0,  23,10,2013,201310,2013/10/23,"Publicado por: IP 191.116.117.6 el Miércoles, Octubre 23, 2013 - 21:47. La persona que publicó este contenido se ha identificado internamente con su nombre, rut y otros datos aportados voluntariamente. Para tomar contacto con el autor considere las alternativas que se presentan a continuación. Las opiniones publicadas por los usuarios en el foro no reflejan necesariamente la opinión de los administradores."
1357,abuso de horas de trabajo de los señores oficiales de la 1ra. comisaria los angeles ante los retenes y te," QUIERO INFORMAR QUE SEPA TODO EL MUNDO QUE SOY HIJA DE SUBOFICAL DE carabineros, Y NO PUEDO IDENTIFICARME EN RAZON QUE PUEDEN HABER REPRESARIAS EN CONTRA DE mi padre QUE TRABAJA EN LA PRIMERA Comisaria DE LOS ANGELES, PERO NO VOY DECIR SI EN EL RETEN SEPULVEDA PARRAGUEZ O EN LA TENENCIA CENTENARIO QUE HAY UN abuso DE PARTE DE LOS Oficiales JEFE DE ESA UNIDAD, QUE OBLIGAN A TRABAJAR 12 HRS. Y MAS, NO TENIENDO EL TIEMPO NI EL MAS MINIMO DE ESTAR TRANQUILO EN SUS CASAS NI COMPARTIR CON SU FAMILIA E HIJOS., Y ACLARAR QUE EL MAS INHUMANO QUE NO DEJA TRABAJAR A LOS carabineros TRANQUILO Y LO MOLESTAN EN LA CALLE CUANDO ELLOS HACEN SUS LABORES EN CADA INSTANTE, Y BUSCANDO UN ERROR POR PARTE DE ELLOS PARA JODERLOS DESPUES ES EL CAPITAN VILLABLANCA DE LA PRIMERA Comisaria DE LOS ANGELES, LOS PERSIGUEN, LOS LAILLA, Y AHORA SE SUMO EL CAPITAN ALVAREZ Y SU MAYOR QUE ES LO MAS MOJIGATO DEL MUNDO.¿COMO YO ALGUN DIA VOY A QUERER SER PARTE DE carabineros ? SI LOS Oficiales PERSIGUEN A LOS carabineros NO LOS DEJAN TRANQUILO HACER SU Trabajo BUSCANDO LOS ERRORES PARA JODERLOS Y MUCHO MAS. LOS COMPADESCO YA QUE ELLOS TRABAJAN CON PRESION,  ESPERO QUE EL SR. DIRECTOR DE carabineros LOS AYUDE, PARA UN MEJOR SISTEMA LABORAL ETCCCC......... OJALA QUE ESCUCHEN Y SOLUCIONE TODO EN ESA COMISARIA, Muchas gracias,,,,,,,,leila, de los angeles...","

Los Ángeles", Biobío,8,3,0,  01,9,2013,201309,2013/09/01,"Publicado por: IP 186.9.246.28 el Domingo, Septiembre 1, 2013 - 15:07. La persona que publicó este contenido se ha identificado internamente con su nombre, rut y otros datos aportados voluntariamente. Para tomar contacto con el autor considere las alternativas que se presentan a continuación. Las opiniones publicadas por los usuarios en el foro no reflejan necesariamente la opinión de los administradores."
1358,no cumplimiento de su deber publico," carabineros aquí en la ciudad de los ángeles y alrededores se concentran solo en controles carreros deteniendo a medio mundo, inventan motivos para sacar partes a la gente que anda trabajando o simplemente paseando, sin embargo si uno da aviso de que esta viendo un asalto o están haciendo un robo ellos simplemente no acuden ni siquiera a ver que esta pasando.un ejemplo de esto es que días atrás me pasaron un parte por exceso de velocidad, intente explicar por que no pude reducir la velocidad, que tampoco era exagerada, iba a 80 en sona de 60 no pude reducir ya que iba en moto de pista sobre una carretera escarchada lo que hace muy pero muy difisil reducir, no me dejaron explicar y me trataron prácticamente como un delincuente, días antes a un vecino le estaban robando su camioneta y llamamos a carabineros pero ellos simplemente no acudieron y eso que loa llamamos 2 veces y la comisaria queda a 5 cuadras mas o menos.","

Los Ángeles", Biobío,8,3,0,  27,8,2013,201308,2013/08/27,"Publicado por: IP 186.9.18.138 el Martes, Agosto 27, 2013 - 22:28. La persona que publicó este contenido se ha identificado internamente con su nombre, rut y otros datos aportados voluntariamente. Para tomar contacto con el autor considere las alternativas que se presentan a continuación. Las opiniones publicadas por los usuarios en el foro no reflejan necesariamente la opinión de los administradores."
1288,parte mal infraccionado, hola disculpa saben que podemos hacer por un parte que nos sacaron lo que sucedió fue que en la calle un carabinero en moto se adelanta quedando entre nosotros y otro auto para llamarle la atención al otro automovilista por no señalizar que se iva a estacionar a lo que mi esposo le dice que tenga cuidado por la forma en la que se medio entre los autos el carabinero le da un manotazo al espejo del auto y le dice estacionate te voy a sacar un parte porque me atropellaste cosa que nunca paso. Nos estacionamos pide los documentos y comienza a hablar por radio le preguntamos que sucedería y dijo que iva a contatar lecciones xq según el le pasamos con la camioneta en el pie le dijimos que lo acompañábamos y se negó le pedimos que escribiera el parte y respondio que tenia todo el dia para escribirlo que no tenia ningún apuro y le dije que bajo que cargos nos cursaria el parte y dijo que no tenia ganas de hablar. Al rato llegaron mas carabineros uno de ellos muy prepotente se pusieron a conversar y el parte lo curso por mal uso de la bocina y manejar sin cinturón cuando es obvio que si lo hace bajarse de la camioneta debe desabrochar el cinturón aparte dijo que le haría la alcolemia y mi esposo dijo ok ningún problema y no se la hicieron,"

Lota", Concepción,8,3,0,  31,12,2013,201312,2013/12/31,"Publicado por: IP 190.114.58.245 el Martes, Diciembre 31, 2013 - 17:56. La persona que publicó este contenido se ha identificado internamente con su nombre, rut y otros datos aportados voluntariamente. Para tomar contacto con el autor considere las alternativas que se presentan a continuación. Las opiniones publicadas por los usuarios en el foro no reflejan necesariamente la opinión de los administradores."
